"COU"|"Country"|"POL"|"Pollutant"|"VAR"|"Variable"|"YEA"|"Year"|"Unit Code"|"Unit"|"PowerCode Code"|"PowerCode"|"Reference Period Code"|"Reference Period"|"Value"|"Flag Codes"|"Flags"
"GRC"|"Greece"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||99276.893||
"GRC"|"Greece"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||95482.144||
"GRC"|"Greece"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||91839.59||
"GRC"|"Greece"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||95585.973||
"GRC"|"Greece"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||92221.66||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||93950.883||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||87286.598||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||77236.192||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||78119.018||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||76973.335||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||75352.355||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||77569.033||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1997"|"1997"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||76028.725||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1998"|"1998"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||75560.09||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1999"|"1999"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||76110.415||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2000"|"2000"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||73234.563||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2001"|"2001"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||75218.528||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2002"|"2002"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||73535.065||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2003"|"2003"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||76488.127||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2004"|"2004"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||75630.975||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2005"|"2005"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||75386.682||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2006"|"2006"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||74139.156||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2007"|"2007"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||72456.794||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2008"|"2008"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||70519.935||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2009"|"2009"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||64481.605||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2010"|"2010"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||64856.755||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2011"|"2011"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||63239.464||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2012"|"2012"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||59569.731||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2013"|"2013"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||56763.149||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||57391.168||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||60797.345||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||61257.344||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||63781.353||
"HUN"|"Hungary"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||63219.56||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3732.872||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3516.765||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3428.207||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3516.115||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3434.537||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3551.039||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3609.561||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1997"|"1997"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3776.822||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1998"|"1998"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||3922.018||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1999"|"1999"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4147.965||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2000"|"2000"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4171.049||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2001"|"2001"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4061.518||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2002"|"2002"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4153.122||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2003"|"2003"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4112.702||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2004"|"2004"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4211.337||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2005"|"2005"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4059.464||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2006"|"2006"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4648.289||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2007"|"2007"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4947.056||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2008"|"2008"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||5342.911||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2009"|"2009"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||5005.6||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2010"|"2010"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4928.924||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2011"|"2011"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4680.957||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2012"|"2012"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4683.536||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2013"|"2013"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4688.538||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4722.097||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4799.809||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4754.596||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4835.507||
"ISL"|"Iceland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||4856.954||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||55468.296||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||56146.921||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||56013.364||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||56416.307||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||57760.823||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||59164.253||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||61234.153||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1997"|"1997"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||62565.155||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1998"|"1998"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||65031.485||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1999"|"1999"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||66174.541||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2000"|"2000"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||68314.276||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2001"|"2001"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||70221.215||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2002"|"2002"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||68244.217||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2003"|"2003"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||68550.017||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2004"|"2004"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||67990.207||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2005"|"2005"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||69702.107||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2006"|"2006"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||68825.586||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2007"|"2007"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||68042.033||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2008"|"2008"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||67490.636||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2009"|"2009"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||61736.431||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2010"|"2010"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||61277.543||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2011"|"2011"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||57156.859||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2012"|"2012"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||57752.702||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2013"|"2013"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||57589.735||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||57325.318||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||59415.925||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||61491.44||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||61004.876||
"IRL"|"Ireland"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||60934.541||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||516051.742||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||517107.001||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||516117.306||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||509104.902||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||503368.554||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||529435.478||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||523538.229||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1997"|"1997"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||531260.382||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1998"|"1998"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||543481.19||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1999"|"1999"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||548740.283||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2000"|"2000"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||552474.434||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2001"|"2001"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||554029.53||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2002"|"2002"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||560213.531||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2003"|"2003"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||579418.015||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2004"|"2004"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||585375.66||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2005"|"2005"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||586529.47||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2006"|"2006"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||576602.667||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2007"|"2007"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||569689.77||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2008"|"2008"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||557101.805||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2009"|"2009"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||502603.755||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2010"|"2010"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||513756.379||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2011"|"2011"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||501288.045||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2012"|"2012"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||482361.633||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2013"|"2013"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||447072.723||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||426491.711||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||439431.751||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||436088.449||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||431324.463||
"ITA"|"Italy"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||427529.021||
"JPN"|"Japan"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||1270039.967||
"JPN"|"Japan"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||1284001.177||
